InvoiceNo,StockCode,Description,Quantity,UnitPrice,TotalLinea,InvoiceDate,Anio,Mes,NombreMes,DiaSemana,EsFinDeSemana,RangoPrecio,CustomerID,Country
101110,22633,HAND WARMER UNION JACK,15,1.83,27.45,2011-01-17 20:59:00,2011,1,January,Monday,0,Barato,15477,United Kingdom
101110,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,3.5,14.0,2011-01-17 20:59:00,2011,1,January,Monday,0,Barato,15477,United Kingdom
113979,20857,TOXIC AREA  DOOR HANGER,10,1.38,13.8,2011-01-18 06:03:00,2011,1,January,Tuesday,0,Barato,12458,United Kingdom
113979,20883,VINTAGE PAISLEY WRAP,6,1.38,8.28,2011-01-18 06:03:00,2011,1,January,Tuesday,0,Barato,12458,United Kingdom
113979,20904,FELT EASTER CHICK GARLAND,3,1.45,4.35,2011-01-18 06:03:00,2011,1,January,Tuesday,0,Barato,12458,United Kingdom
113979,20913,"CHRISTMAS TREE DECORATION, SANTA",100,2.03,203.0,2011-01-18 06:03:00,2011,1,January,Tuesday,0,Barato,12458,United Kingdom
113979,20985,"HEART T-LIGHT HOLDER, SQUARE, SILVER",8,3.12,24.96,2011-01-18 06:03:00,2011,1,January,Tuesday,0,Barato,12458,United Kingdom
113979,22632,HAND WARMER RED POLKA DOT,20,1.59,31.8,2011-01-18 06:03:00,2011,1,January,Tuesday,0,Barato,12458,United Kingdom
117768,20797,SILVER 'LOVE' METAL BOOKMARK,72,3.51,252.72,2011-01-18 06:39:00,2011,1,January,Tuesday,0,Barato,14490,Sweden
117768,20817,LARGE STAR MEASURING SPOONS,6,2.66,15.96,2011-01-18 06:39:00,2011,1,January,Tuesday,0,Barato,14490,Sweden
117768,20835,JAM JAR WITH RED LID,3,4.07,12.21,2011-01-18 06:39:00,2011,1,January,Tuesday,0,Barato,14490,Sweden
117768,20863,BAKING MOULD CHRISTMAS TREE,2,8.59,17.18,2011-01-18 06:39:00,2011,1,January,Tuesday,0,Medio,14490,Sweden
117768,20873,"FIRST CLASS HOLIDAY CARD, PACK OF 8",3,1.44,4.32,2011-01-18 06:39:00,2011,1,January,Tuesday,0,Barato,14490,Sweden
117768,20874,"RAINBOW HOLIDAY CARD, PACK OF 8",6,1.73,10.38,2011-01-18 06:39:00,2011,1,January,Tuesday,0,Barato,14490,Sweden
117768,20880,WOODLAND WRAP,72,1.41,101.52,2011-01-18 06:39:00,2011,1,January,Tuesday,0,Barato,14490,Sweden
117768,20973,BLUE PINK FELT CRAFT TRINKET POT,100,0.93,93.0,2011-01-18 06:39:00,2011,1,January,Tuesday,0,Muy Barato,14490,Sweden
117768,20996,JUMBO BAG SCANDINAVIAN PAISLEY,8,1.8,14.4,2011-01-18 06:39:00,2011,1,January,Tuesday,0,Barato,14490,Sweden
117768,22752,SET 7 BABUSHKA NESTING BOXES,48,6.73,323.04,2011-01-18 06:39:00,2011,1,January,Tuesday,0,Medio,14490,Sweden
107848,20725,LUNCH BAG RED RETROSPOT,8,1.42,11.36,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20749,WOODLAND CHARLOTTE BAG,2,0.85,1.7,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Muy Barato,14993,Canada
107848,20752,BLUE RINSE CHARLOTTE BAG,6,0.83,4.98,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Muy Barato,14993,Canada
107848,20768,MONEY BOX 3D METAL REINDEER,30,6.37,191.1,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Medio,14993,Canada
107848,20782,"PAINTED METAL HEART, HOOK",48,1.81,86.88,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20801,SMALL PINK BUFFALO CHECK CASE,10,2.87,28.7,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20807,WOODLAND LUGGAGE TAG,20,1.48,29.6,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20821,SILVER GLITTER STAR GARLAND,30,1.43,42.9,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20823,GOLD DOTTIE TAPE,48,1.43,68.64,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20855,"CAKE TOWEL, PINK  POLKADOT",2,0.77,1.54,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Muy Barato,14993,Canada
107848,20905,FELT EASTER BUNNY GARLAND,30,1.4,42.0,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20910,"CHRISTMAS TREE DECORATION, HEART",20,2.43,48.6,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20938,"ROUND TIN, 50'S CHRISTMAS",10,1.65,16.5,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20940,"ROUND TIN, 70'S CHRISTMAS",20,1.68,33.6,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20946,HOT WATER BOTTLE KEEP CALM WHITE,72,5.18,372.96,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Medio,14993,Canada
107848,20952,JAM JAR NURSERY RHYME PINK,4,1.02,4.08,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20954,JAM JAR NURSERY RHYME YELLOW,15,0.75,11.25,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Muy Barato,14993,Canada
107848,20955,JAM JAR NURSERY RHYME GREEN,48,0.92,44.16,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Muy Barato,14993,Canada
107848,20956,JAM JAR NURSERY RHYME RED,20,0.79,15.8,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Muy Barato,14993,Canada
107848,20957,JAM JAR NURSERY RHYME ORANGE,20,0.87,17.4,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Muy Barato,14993,Canada
107848,20968,GEORGY TREE HANGER GOLD,2,1.43,2.86,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20986,STAR T-LIGHT HOLDER SILVER,3,3.12,9.36,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20992,JUMBO BAG PEARS,48,2.49,119.52,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20996,JUMBO BAG SCANDINAVIAN PAISLEY,2,1.88,3.76,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
107848,20998,JUMBO BAG SPACEBOY,30,2.46,73.8,2011-01-18 07:06:00,2011,1,January,Tuesday,0,Barato,14993,Canada
108042,20804,SMALL DOLLY MIX DESIGN PINK BOWL,10,1.81,18.1,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Barato,15392,United Kingdom
108042,20810,CARS LUGGAGE TAG,30,1.72,51.6,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Barato,15392,United Kingdom
108042,20815,3D BELL DECORATION RIBBON,72,1.5,108.0,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Barato,15392,United Kingdom
108042,20833,JAM JAR WITH BLUE LID,24,3.4,81.6,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Barato,15392,United Kingdom
108042,20851,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",15,1.21,18.15,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Barato,15392,United Kingdom
108042,20854,"CAKE TOWEL, CHOCOLATE SPOTS",3,0.86,2.58,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Muy Barato,15392,United Kingdom
108042,20855,"CAKE TOWEL, PINK  POLKADOT",3,0.87,2.61,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Muy Barato,15392,United Kingdom
108042,20862,BAKING MOULD CHIMNEY POT,4,12.79,51.16,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Medio,15392,United Kingdom
108042,20877,"CHRISTMAS TREE HOLIDAY CARD, 8 PACK",3,1.54,4.62,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Barato,15392,United Kingdom
108042,20901,ALPHABET HEARTS STICKER SHEET,72,0.87,62.64,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Muy Barato,15392,United Kingdom
108042,20907,"CHRISTMAS TREE DECORATION, ANGEL",3,2.4,7.2,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Barato,15392,United Kingdom
108042,20911,"CHRISTMAS TREE DECORATION, SNOWMAN",4,2.32,9.28,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Barato,15392,United Kingdom
108042,20929,6 RIBBONS SHIMMERING BRIGHTS,6,2.35,14.1,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Barato,15392,United Kingdom
108042,20942,HOT WATER BOTTLE KEEP CALM,2,4.96,9.92,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Barato,15392,United Kingdom
108042,20953,JAM JAR NURSERY RHYME BLUE,2,0.98,1.96,2011-01-18 07:07:00,2011,1,January,Tuesday,0,Muy Barato,15392,United Kingdom
113862,20728,LUNCH BAG CARS BLUE,3,1.97,5.91,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20759,MEASURING TAPE BEAUTY GIRL,2,1.67,3.34,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20766,MONEY BOX 3D METAL CHRISTMAS,8,6.49,51.92,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Medio,14274,United Kingdom
113862,20790,SMALL RED WOVEN BAG,6,3.37,20.22,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20800,SILVER M.O.P. ORNAMENT - STAR,12,4.56,54.72,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20804,SMALL DOLLY MIX DESIGN PINK BOWL,8,1.42,11.36,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20832,JAM JAR WITH PINK LID,4,3.58,14.32,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20833,JAM JAR WITH BLUE LID,3,4.2,12.6,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20839,"SAUCER, GREEN AND YELLOW SPOTS",48,0.93,44.64,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Muy Barato,14274,United Kingdom
113862,20857,TOXIC AREA  DOOR HANGER,2,1.32,2.64,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20859,OUT OF ORDER DOOR HANGER,2,1.33,2.66,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20877,"CHRISTMAS TREE HOLIDAY CARD, 8 PACK",2,1.39,2.78,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20880,WOODLAND WRAP,72,1.22,87.84,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20905,FELT EASTER BUNNY GARLAND,20,1.95,39.0,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20934,"ROUND TIN, BUNNIES, PINK",8,1.25,10.0,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20967,GEORGY TREE HANGER SILVER,2,1.85,3.7,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20978,"CARD, BILLBOARD FONT DESIGN",4,0.9,3.6,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Muy Barato,14274,United Kingdom
113862,20985,"HEART T-LIGHT HOLDER, SQUARE, SILVER",8,2.89,23.12,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,20993,JUMBO BAG APPLES,2,2.11,4.22,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
113862,21068,JUMBO BAG PINK VINTAGE PAISLEY,4,4.19,16.76,2011-01-18 07:29:00,2011,1,January,Tuesday,0,Barato,14274,United Kingdom
112903,20779,3D HEARTS HONEYCOMB PAPER GARLAND,5,1.79,8.95,2011-01-18 07:54:00,2011,1,January,Tuesday,0,Barato,15188,United Kingdom
112903,20785,SMALL RED RETROSPOT WOVEN BAG,2,3.84,7.68,2011-01-18 07:54:00,2011,1,January,Tuesday,0,Barato,15188,United Kingdom
112903,20789,"SMALL GREEN, BLUE BUTTERFLY BAG",2,3.12,6.24,2011-01-18 07:54:00,2011,1,January,Tuesday,0,Barato,15188,United Kingdom
112903,20799,SILVER M.O.P. ORNAMENT - SNOWFLAKE,3,4.46,13.38,2011-01-18 07:54:00,2011,1,January,Tuesday,0,Barato,15188,United Kingdom
112903,20817,LARGE STAR MEASURING SPOONS,6,2.23,13.38,2011-01-18 07:54:00,2011,1,January,Tuesday,0,Barato,15188,United Kingdom
112903,20847,"CAKE STAND, WHITE, 2 TIERS",8,11.51,92.08,2011-01-18 07:54:00,2011,1,January,Tuesday,0,Medio,15188,United Kingdom
112903,20952,JAM JAR NURSERY RHYME PINK,20,0.77,15.4,2011-01-18 07:54:00,2011,1,January,Tuesday,0,Muy Barato,15188,United Kingdom
112903,20962,BLUE POLKADOT CERAMIC TRINKET POT,24,1.08,25.92,2011-01-18 07:54:00,2011,1,January,Tuesday,0,Barato,15188,United Kingdom
116329,20852,"LARGE CAKE TOWEL, PINK  POLKADOT",72,1.21,87.12,2011-01-18 08:07:00,2011,1,January,Tuesday,0,Barato,13508,United Kingdom
116329,20870,CHRISTMAS CARD COLOURED SNOWMAN,10,1.2,12.0,2011-01-18 08:07:00,2011,1,January,Tuesday,0,Barato,13508,United Kingdom
116329,20949,HOT WATER BOTTLE GREEN STAR DESIGN,6,5.0,30.0,2011-01-18 08:07:00,2011,1,January,Tuesday,0,Medio,13508,United Kingdom
116329,20951,HOT WATER BOTTLE YELLOW STAR DESIGN,12,4.24,50.88,2011-01-18 08:07:00,2011,1,January,Tuesday,0,Barato,13508,United Kingdom
116329,20954,JAM JAR NURSERY RHYME YELLOW,100,0.76,76.0,2011-01-18 08:07:00,2011,1,January,Tuesday,0,Muy Barato,13508,United Kingdom
103731,20727,LUNCH BAG  BLACK SKULL.,3,1.46,4.38,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,20767,MONEY BOX 3D METAL SANTAS GROTTO,12,5.98,71.76,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Medio,15805,United Kingdom
103731,20769,MONEY BOX 3D METAL ROBIN,3,6.19,18.57,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Medio,15805,United Kingdom
103731,20787,SMALL PINK CREAM BUTTERFLY BAG,6,3.27,19.62,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,20808,RETROSPOT LUGGAGE TAG,2,1.41,2.82,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,20809,BLACK SKULL LUGGAGE TAG,12,1.82,21.84,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,20836,JAM JAR WITH WHITE LID,15,3.56,53.4,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,20847,"CAKE STAND, WHITE, 2 TIERS",15,14.86,222.9,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Medio,15805,United Kingdom
103731,20853,"LARGE CAKE TOWEL, BLUE POLKADOT",72,1.06,76.32,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,20870,CHRISTMAS CARD COLOURED SNOWMAN,24,1.43,34.32,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,20888,"WRAP, SUKI",12,0.5,6.0,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Muy Barato,15805,United Kingdom
103731,20903,ALPHABET ROCKETS STICKER SHEET,2,0.82,1.64,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Muy Barato,15805,United Kingdom
103731,20929,6 RIBBONS SHIMMERING BRIGHTS,20,1.97,39.4,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,20949,HOT WATER BOTTLE GREEN STAR DESIGN,24,4.6,110.4,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,20962,BLUE POLKADOT CERAMIC TRINKET POT,2,1.02,2.04,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,20972,PINK CREAM FELT CRAFT TRINKET POT,48,1.06,50.88,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,22632,HAND WARMER RED POLKA DOT,5,2.07,10.35,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
103731,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,3.58,14.32,2011-01-18 08:10:00,2011,1,January,Tuesday,0,Barato,15805,United Kingdom
117110,20749,WOODLAND CHARLOTTE BAG,2,0.94,1.88,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Muy Barato,13395,United Kingdom
117110,20750,RED RETROSPOT CHARLOTTE BAG,8,0.99,7.92,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Muy Barato,13395,United Kingdom
117110,20752,BLUE RINSE CHARLOTTE BAG,3,0.79,2.37,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Muy Barato,13395,United Kingdom
117110,20758,HEART MEASURING SPOONS LARGE,10,5.09,50.9,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Medio,13395,United Kingdom
117110,20775,"MIDNIGHT BLUE GLASS JAR, LARGE",4,11.76,47.04,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Medio,13395,United Kingdom
117110,20816,LARGE HEART MEASURING SPOONS,4,2.57,10.28,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20818,"GOLD MUG, BONE CHINA",5,12.58,62.9,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Medio,13395,United Kingdom
117110,20822,GOLD GLITTER STAR GARLAND,2,1.17,2.34,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20824,PINK GOLD TAPE,48,1.1,52.8,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20834,JAM JAR WITH YELLOW LID,10,3.64,36.4,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20846,"MUG, MULTI HEIGHTS",20,1.25,25.0,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20865,BAKING MOULD CUPCAKE VANILLA,4,8.78,35.12,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Medio,13395,United Kingdom
117110,20869,CHRISTMAS CARD REINDEER CARRIAGE,4,1.29,5.16,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20880,WOODLAND WRAP,3,1.47,4.41,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20901,ALPHABET HEARTS STICKER SHEET,20,0.85,17.0,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Muy Barato,13395,United Kingdom
117110,20906,FELT FLOWERS GARLAND,48,1.66,79.68,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20921,GLASS  BELL STORAGE JAR,20,5.11,102.2,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Medio,13395,United Kingdom
117110,20925,6 RIBBONS SHIMMERING WHITES,48,2.32,111.36,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20930,PINK HEART SHAPE EGG FRYING PAN,4,4.01,16.04,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20943,HOT WATER BOTTLE I AM SO POORLY,24,5.8,139.2,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Medio,13395,United Kingdom
117110,20944,HOT WATER BOTTLE TEA AND SYMPATHY,15,5.19,77.85,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Medio,13395,United Kingdom
117110,20957,JAM JAR NURSERY RHYME ORANGE,15,0.77,11.55,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Muy Barato,13395,United Kingdom
117110,20967,GEORGY TREE HANGER SILVER,3,1.51,4.53,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20972,PINK CREAM FELT CRAFT TRINKET POT,4,0.98,3.92,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Muy Barato,13395,United Kingdom
117110,20980,"CARD, 3D HEART HAPPY BIRTHDAY",30,1.08,32.4,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20985,"HEART T-LIGHT HOLDER, SQUARE, SILVER",72,3.18,228.96,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,20995,JUMBO BAG CHERRY BLOSSOM,3,2.16,6.48,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
117110,22752,SET 7 BABUSHKA NESTING BOXES,12,8.72,104.64,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Medio,13395,United Kingdom
117110,71053,WHITE METAL LANTERN,100,4.06,406.0,2011-01-18 08:33:00,2011,1,January,Tuesday,0,Barato,13395,United Kingdom
116784,20772,SWEDISH POSTMARK MUG,20,1.2,24.0,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20775,"MIDNIGHT BLUE GLASS JAR, LARGE",12,10.59,127.08,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Medio,12634,United Kingdom
116784,20783,"PAINTED METAL STAR, HOOK",2,1.49,2.98,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20791,SMALL IVORY WOVEN BAG,12,2.9,34.8,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20809,BLACK SKULL LUGGAGE TAG,5,1.47,7.35,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20828,"METAL SIGN,SHELLS WALL ART",8,1.79,14.32,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20830,SILVER AND BLACK GLASS T-LIGHT HOLDER,5,6.49,32.45,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Medio,12634,United Kingdom
116784,20870,CHRISTMAS CARD COLOURED SNOWMAN,12,1.18,14.16,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20913,"CHRISTMAS TREE DECORATION, SANTA",20,2.5,50.0,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20933,FLOWER SHAPE EGG FRYING PAN,12,4.09,49.08,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20941,"ROUND TIN, TRADITIONAL WOODLAND",6,1.73,10.38,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20952,JAM JAR NURSERY RHYME PINK,4,0.78,3.12,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Muy Barato,12634,United Kingdom
116784,20966,SANDWICH BATH SPONGE,72,1.04,74.88,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20972,PINK CREAM FELT CRAFT TRINKET POT,48,1.18,56.64,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,20978,"CARD, BILLBOARD FONT DESIGN",2,0.93,1.86,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Muy Barato,12634,United Kingdom
116784,20996,JUMBO BAG SCANDINAVIAN PAISLEY,5,1.94,9.7,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,22960,JAM MAKING SET WITH JARS,15,4.68,70.2,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
116784,71053,WHITE METAL LANTERN,30,3.3,99.0,2011-01-18 08:48:00,2011,1,January,Tuesday,0,Barato,12634,United Kingdom
102984,20757,DAISY HEART GLASS JEWEL STAND,20,4.69,93.8,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20761,TOAST ITS - I LOVE LONDON,2,1.21,2.42,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20821,SILVER GLITTER STAR GARLAND,100,1.3,130.0,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20842,"MUG, PINK AND BLUE SPOTS",3,1.23,3.69,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20849,"CAKE PLATE, WHITE, 20 CM",30,7.15,214.5,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Medio,15286,United Kingdom
102984,20851,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",2,0.95,1.9,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Muy Barato,15286,United Kingdom
102984,20862,BAKING MOULD CHIMNEY POT,2,10.02,20.04,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Medio,15286,United Kingdom
102984,20865,BAKING MOULD CUPCAKE VANILLA,5,9.81,49.05,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Medio,15286,United Kingdom
102984,20874,"RAINBOW HOLIDAY CARD, PACK OF 8",72,1.35,97.2,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20877,"CHRISTMAS TREE HOLIDAY CARD, 8 PACK",6,1.65,9.9,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20878,"GREEN REINDEER CHRISTMAS CARD, 8 PK",12,1.71,20.52,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20892,"WRAP, BLUE PAISLEY",4,0.5,2.0,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Muy Barato,15286,United Kingdom
102984,20906,FELT FLOWERS GARLAND,20,1.88,37.6,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20952,JAM JAR NURSERY RHYME PINK,6,0.77,4.62,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Muy Barato,15286,United Kingdom
102984,20963,PINK POLKADOT CERAMIC TRINKET POT,24,1.04,24.96,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20965,RED POLKADOT CERAMIC TRINKET POT,24,1.06,25.44,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20971,FOLK ART HEART CANDLEHOLDER,4,1.86,7.44,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20972,PINK CREAM FELT CRAFT TRINKET POT,2,1.04,2.08,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20973,BLUE PINK FELT CRAFT TRINKET POT,5,1.01,5.05,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
102984,20977,"GREETING CARD,  HAPPY BIRTHDAY",15,1.07,16.05,2011-01-18 08:58:00,2011,1,January,Tuesday,0,Barato,15286,United Kingdom
100823,20758,HEART MEASURING SPOONS LARGE,3,4.46,13.38,2011-01-18 09:13:00,2011,1,January,Tuesday,0,Barato,13784,United Kingdom
